title,url,date,summary,MediaAgency,title_english,summary_english,tags
"ഹെഡ്ഗേവാർ വിവാദത്തിൽ പ്രതിഷേധം; പാലക്കാട് നഗരസഭാ യോഗത്തിൽ കയ്യാങ്കളി, വനിതാ കൗൺസിലർ കുഴഞ്ഞുവീണു",https://keralakaumudi.com/news/news.php?id=1525374&u=hedgewar-controversy-clashes-in-palakkad-municipality,29-04-2025,പാലക്കാട്: ഹെഡ്ഗേവാർ വിവാദത്തെ തുടർന്ന് പാലക്കാട് നഗരസഭയിൽ സംഘർഷം. യുഡിഎഫും എൽഡിഎഫും നടത്തിയ പ്രതിഷേധമാണ് കയ്യാങ്കളിയിൽ അവസാനിച്ചത്.,KerelaKaumudi,"Kayyyyankkali, Kayyyyankkali, the Women Councilor at the Palakkad Municipal",The conflict in the Palakkad Municipality following Palakkad Headgwar controversy.The protests were ended with the protest of the UDF and the LDF.,"{'orgs': ['Palakkad', 'Women Councilor', 'Municipal', 'UDF', 'Kayyyyankkali Kayyyyankkali', 'LDF'], 'locs': ['Kerala, 678102, India', 'Kerala, 678001, India'], 'events': ['politics']}"
കാമസൂത്രയുടെ പരസ്യത്തിൽ അഭിനയിച്ചതോടെ വിമർശകർ മലയാളി നടിയുടെ വീട്ടിലെത്തി; അവരോട് പിതാവ് പറഞ്ഞത്,https://keralakaumudi.com/news/news.php?id=1525377&u=alleppey-ashraf-about-actress-shwetha-menon,29-04-2025,താരങ്ങളുടെ വ്യക്തി ജീവിതത്തെക്കുറിച്ച് അറിയാൻ താത്പര്യമുള്ള നിരവധി ആരാധകർ ഉണ്ട്. അത്തരത്തിൽ പ്രമുഖ താരങ്ങളുടെ ജീവിതത്തിൽ അധികമാർക്കുമറിയാത്ത കാര്യങ്ങൾ സംവിധായകൻ ആലപ്പി അഷ്റഫ് വെളിപ്പെടുത്താറുണ്ട്.,KerelaKaumudi,"When she acted in Kamasutra's advertisement, criticists came to Malayalee actress and told them",There are many fans who are interested in knowing their players.Director Alleppey Ashraf is revealed to what many people do not know in the lives of such celebrers.,"{'pers': ['Alleppey Ashraf', 'Kamas'], 'miscs': ['Malayalee'], 'events': []}"
ട്രെയിൻ യാത്രയിൽ മേയ് ഒന്ന് മുതൽ പുതിയ മാറ്റം; ലംഘിക്കുന്നവർക്ക് കനത്ത പിഴ,https://keralakaumudi.com/news/news.php?id=1525379&u=no-travel-in-sleeper-and-ac-coaches-with-a-waiting-list-ticket-from-may-1,29-04-2025,ന്യൂഡൽഹി: ഇന്ത്യൻ റെയിൽവെയുടെ പുതിയ മാറ്റം രാജ്യത്ത് ലക്ഷക്കണക്കിന് യാത്രക്കാരെ ബാധിക്കും. മേയ് ഒന്ന് മുതലാണ് ഈ മാറ്റം നടപ്പിലാക്കുന്നത്.,KerelaKaumudi,Those of May 1st to the train from 1st to 1st to the breach of new change from the train,New Delhi Indian Railway will affect millions of passengers in the country.The change is being implemented since May 1.,"{'orgs': ['New Delhi Indian Railway'], 'events': []}"
'രണ്ടര മണിക്കൂറിനുളളിൽ സ്‌ഫോടനം നടക്കും'; മുഖ്യമന്ത്രിയുടെ ഓഫീസിലടക്കം നാല് സ്ഥലങ്ങളിൽ ബോംബ് ഭീഷണി,https://keralakaumudi.com/news/news.php?id=1524775&u=bomb-threat-in-cm-office,28-04-2025,തിരുവനന്തപുരം:മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ ഓഫീസിലും  ഔദ്യോഗിക വസതിയായ ക്ലിഫ് ഹൗസിലും രാജ് ഭവനിലും ബോംബ് വയ്ക്കുമെന്നാണ് സന്ദേശമെത്തിയത്.,KerelaKaumudi,'Blast of two and a half hours' blasts' Bomb threat in four places,"The message was that the official residence of the Vijayan's office, Thiruvananthapuram, Pinarayi, Cliff Houses, is the official residence.","{'orgs': ['Vijay'], 'locs': [], 'events': ['terrorism']}"
"'ഉണ്ണി മുകുന്ദനെ അയ്യപ്പനാക്കിയിരുന്നെങ്കിൽ മലയാളി പ്രേക്ഷകർ ഏറ്റെടുക്കില്ലായിരുന്നു, സിനിമ പരാജയപ്പെട്ടേനെ'",https://keralakaumudi.com/news/news.php?id=1524774&u=ranjin-raj-is-opens-up-about-unni-mukundans-character-and-acting-in-malikappuram,28-04-2025,നടൻ ഉണ്ണി മുകുന്ദന്റെ കരിയറിലെ ഏറ്റവും മികച്ച സിനിമകളിൽ ഒന്നാണ് 'മാളികപ്പുറം'. പ്രേക്ഷകരിൽ നിന്നും മികച്ച അഭിപ്രായം നേടി മുന്നേറിയ സിനിമ തീയേറ്ററുകളിൽ ഹിറ്റായിരുന്നു.,KerelaKaumudi,"If Unni Mukundan, the Malayalee audience had not taken over, the Malayalee",A constellation 'is one of the best films of actor Unni Mukundan.The movement of film Theautors has been hit by a better opinion from the audience.,"{'pers': ['Unni Mukunda'], 'miscs': ['Malayalee'], 'orgs': ['Theautors'], 'events': []}"
കെ എം എബ്രഹാമിന്റെ 12 വർഷത്തെ സ്വത്തുവിവരങ്ങൾ അന്വേഷിക്കും; പ്രഥമദൃഷ്‌ട്യാ തെളിവുണ്ടെന്ന് സിബിഐ,https://keralakaumudi.com/news/news.php?id=1524772&u=cbi-fir-against-km-abraham,28-04-2025,തിരുവനന്തപുരം: മുഖ്യമന്ത്രി പിണറായി വിജയന്റെ ചീഫ് പ്രിൻസിപ്പൽ സെക്രട്ടറി കെ എം എബ്രഹാമിനെതിരായ കേസിന്റെ കൂടുതൽ വിവരങ്ങൾ പുറത്ത്.,KerelaKaumudi,CBI claims that KM Abraham's 12 years of property proof,More information on the Chief Principal Secretary of Chief Principal Secretary KM Abraham on Chief Minister Pinarayi Vijayan,"{'orgs': ['CBI'], 'pers': ['Pinarayi Vijay', 'KM Abraham'], 'events': ['politics']}"
"വാടക വീട്ടിൽ നിന്നിറക്കിവിട്ടു, സ്ത്രീകൾ പെട്ടിയും കിടക്കയുമായി നേതാവിന്റെ വീട്ടിലെത്തി; പിന്നാലെ പൊട്ടിത്തെറിച്ച് ഭാര്യ",https://keralakaumudi.com/news/news.php?id=1524770&u=oh-my-god-latest-episode,28-04-2025,പൊതുപ്രവർത്തകനായ ഭർത്താവ് ഇടപെട്ട കേസിൽ വാടകക്കാരെ വീട്ടിൽ നിന്നിറക്കിവിട്ടെന്ന് പറഞ്ഞാണ് ഓ മൈ ഗോഡ് അണിയറപ്രവർത്തകർ കഥ മെനഞ്ഞിരിക്കുന്നത്.,KerelaKaumudi,"The rented home has been settled in the house, and women exploded after the Box and the Box and the Bed",Oh My God Godh Ways to say the tenants in the case of public worker husband intervened.,"{'miscs': ['Oh My God God'], 'events': []}"
"ഒരു ഗ്രാമിന് വില 1000 രൂപ വരെ; എഞ്ചിനീയറിംഗ് ജോലി വിട്ട് കൃഷിയിലേക്ക്, മലയാളിക്ക് മോദിയുടെ പ്രശംസ",https://keralakaumudi.com/news/news.php?id=1524781&u=kerala-man-seshadri-is-harvesting-saffron-flowers,28-04-2025,സുൽത്താൻ ബത്തേരി: മലവയലിലെ വീടിന്റെ ടെറസിൽ സജ്ജമാക്കിയ ശീതീകരിച്ച മുറിയിലാണ് ശേഷാദ്രി കുങ്കുമപ്പൂ വിരിയിച്ചെടുക്കുന്നത്.,KerelaKaumudi,A gram for Rs 1000 is available to engineering from Rs 1000,Sunju Prakhupa is sprouted in the frozen room set on the terrace of the house in the Sultan Bathery Malaiyel.,"{'pers': ['Phu', 'Sunju'], 'locs': [], 'events': []}"
"ലഭ്യത കുറഞ്ഞു, തമിഴ്നാട്ടിലും ആന്ധ്രയിലും നിരോധനം: കേരളത്തിലും വില ഉയരുന്ന സാഹചര്യം",https://keralakaumudi.com/news/news.php?id=1524200&u=coastal-region-is-in-a-state-of-drought-as-the-fish-shortage-worsens-during-the-summer-heat,27-04-2025,കോഴിക്കോട്: വേനൽച്ചൂടിൽ മത്സ്യക്ഷാമം രൂക്ഷമായതോടെ വറുതിയിലാണ് തീരദേശം.,KerelaKaumudi,"Availability of availability, the price rising stage in Kerala",The coastal of the coastline in Calicut summer.,"{'locs': ['Kerala, 673001, India', 'Kerala, India'], 'events': []}"
"പി കെ  ശ്രീമതിയെ   മുഖ്യമന്ത്രിക്ക്  'അത്ര പോര', പാർട്ടി  സെക്രട്ടേറിയറ്റ്  യോഗത്തിൽ  അസാധാരണ  വിലക്ക്, ചുമതലയും  ഇല്ല",https://keralakaumudi.com/news/news.php?id=1524185&u=kerala-cpm-leader-pk-sreemathi-banned-from-party-state-secretariat-meeting,27-04-2025,തിരുവനന്തപുരം: സിപിഎം കേന്ദ്രകമ്മിറ്റിയംഗവും മുതിർന്ന പാർട്ടി നേതാവും മുൻ മന്ത്രിയുമായ പികെ ശ്രീമതിക്ക് കേരളത്തിലെ സിപിഎമ്മിന്റെ അസാധാരണ വിലക്ക്.,KerelaKaumudi,PK Ms. Smamers 'So Roasted' and the Party Secretariat Meeting in the Party Secretariat meeting,"Thiruvananthapuram CPM Central Committeeema, Senior Party leader and former minister, the former minister, and former minister, the CPM of Kerala.","{'orgs': ['CPM Central Committee', 'Kerala', 'CPM', 'Party Secretariat', 'Party'], 'pers': ['Sma'], 'locs': ['Kerala, 695001, India'], 'events': ['politics']}"
"ജനക്കൂട്ടത്തിനിടയിലേക്ക്   കാർ  ഓടിച്ചുകയറ്റി, നിരവധി  മരണം; തീവ്രവാദി  ആക്രമണമാണെന്ന്   സംശയം",https://keralakaumudi.com/news/news.php?id=1524198&u=several-dead-and-injured-after-car-ploughs-into-crowd-at-street-festival-in-vancouver,27-04-2025,ഒട്ടാവ: കാനഡയിൽ ജനക്കൂട്ടത്തിലേക്ക് കാർ ഓടിച്ചുകയറ്റിയതിനെത്തുടർന്ന് നിരവധിപേർ കൊല്ലപ്പെട്ടു. പതിനാറുപേർ മരിച്ചുവെന്നാണ് സ്ഥിരീകരിക്കാത്ത റിപ്പോർട്ടുകൾ.,KerelaKaumudi,"During the crowd, the car is driving, many deaths attacks",Mattawa driven out of the bus to the crowd in Canada.Unknown reports that sixteen people were dead.,"{'pers': ['Mattawa'], 'locs': ['Canada'], 'events': ['terrorism']}"
"സ്വിം സ്യൂട്ടിൽ ക്യൂട്ടായി നന്ദന വർമ്മ; അവധി ആഘോഷം ഗോവയിൽ, ചിത്രങ്ങൾ ഏറ്റെടുത്ത് ആരാധകർ",https://keralakaumudi.com/news/news.php?id=1524195&u=actress-nandana-varmas-swimsuit-photos-trending-on-social-media,27-04-2025,'ഗപ്പി' എന്ന സിനിമയിലൂടെ മലയാളി പ്രേക്ഷകരുടെ ഇഷ്ടതാരമായ നടിയാണ് നന്ദന വർമ്മ.,KerelaKaumudi,"In Goa, taking up the pictures and acquires the pictures, the fans of the Nandana Varma holiday in the Swim Suit",The Nandana Verma is a favorite of the Malayalee audience by the film 'Gapi'.,"{'locs': ['Goa, India'], 'pers': ['Nandana Varma'], 'miscs': ['Nandana', 'Gapi', 'Malayalee', 'Swim Suit'], 'orgs': ['Verma'], 'events': []}"
"സിനിമ കണ്ടുകൊണ്ടിരുന്ന പെൺകുട്ടിയെ പീഡിപ്പിച്ചു, അമ്മയും രണ്ടാനച്ഛനും അറസ്റ്റിൽ",https://keralakaumudi.com/news/news.php?id=1524194&u=sexual-assault-alappuzha-mother-and-step-father-arrested,27-04-2025,ആലപ്പുഴ: പ്രായപൂർത്തിയാകാത്ത പെൺകുട്ടിയെ പീഡിപ്പിച്ച സംഭവത്തിൽ അമ്മയും രണ്ടാനച്ഛനും അറസ്റ്റിൽ. 2024 സെപ്‌തംബറിലായിരുന്നു കേസിനാസ്‌പദമായ സംഭവം നടന്നത്.,KerelaKaumudi,Mother and father arrested for a watching girl,Mom and Siwader arrested in the victims of Alappuzha minor girlThe incident took place in September 2024.,"{'pers': ['Siwader', 'Mom'], 'locs': ['Alappuzha, Kerala, India'], 'events': []}"
